id, x, y, z, roll, pitch, yaw, mse, rmse, mae, mape
0,101.64,73.91,2056.45,168.91,-2.3,97.27,0.93,0.97,0.71,1.54
0,101.78,76.96,2059.1,172.19,4.06,97.46,3.33,1.82,1.15,2.66
0,101.78,76.96,2059.1,172.19,4.06,97.46,3.33,1.82,1.15,2.66
0,101.97,102.08,2056.97,171.31,5.74,97.63,0.98,0.99,0.74,1.6
0,101.95,105.06,2056.99,171.31,5.74,97.63,0.61,0.78,0.64,1.23
0,101.95,105.06,2056.99,171.31,5.74,97.63,0.61,0.78,0.64,1.23
0,101.95,105.06,2056.99,171.31,5.74,97.63,0.61,0.78,0.64,1.23
0,101.96,107.99,2056.79,174.48,1.49,97.86,0.22,0.47,0.37,0.75
0,101.96,107.99,2056.79,174.48,1.49,97.86,0.22,0.47,0.37,0.75
0,103.24,64.55,2041.28,170.26,-4.75,97.23,0.9,0.95,0.75,1.49
0,91.4,-45.1,2116.84,175.92,1.09,96.12,12.33,3.51,2.88,5.76
0,91.4,-45.1,2116.84,175.92,1.09,96.12,12.33,3.51,2.88,5.76
0,91.4,-45.1,2116.84,175.92,1.09,96.12,12.33,3.51,2.88,5.76
0,91.4,-45.1,2116.84,175.92,1.09,96.12,12.33,3.51,2.88,5.76
0,91.4,-45.1,2116.84,175.92,1.09,96.12,12.33,3.51,2.88,5.76
0,81.52,-160.95,2043.17,-179.87,4.91,96.63,1.1,1.05,0.79,1.64
0,80.62,-153.97,2048.76,-178.71,4.77,96.44,1.87,1.37,1.02,2.18
0,80.62,-153.97,2048.76,-178.71,4.77,96.44,1.87,1.37,1.02,2.18
0,80.62,-153.97,2048.76,-178.71,4.77,96.44,1.87,1.37,1.02,2.18
0,80.62,-153.97,2048.76,-178.71,4.77,96.44,1.87,1.37,1.02,2.18
0,80.62,-153.97,2048.76,-178.71,4.77,96.44,1.87,1.37,1.02,2.18
0,80.51,-122.88,2047.64,-176.13,-6.08,96.03,0.99,0.99,0.69,1.52
0,80.05,-118.6,2050.45,-176.97,-2.02,96.25,0.68,0.82,0.6,1.29
0,80.05,-118.6,2050.45,-176.97,-2.02,96.25,0.68,0.82,0.6,1.29
0,80.05,-118.6,2050.45,-176.97,-2.02,96.25,0.68,0.82,0.6,1.29
0,79.99,-111.2,2050.02,178.39,1.11,95.93,0.39,0.63,0.42,0.72
0,79.99,-111.2,2050.02,178.39,1.11,95.93,0.39,0.63,0.42,0.72
0,80.67,-85.85,2045.01,177.05,-9.6,97.05,0.62,0.79,0.58,1.25
0,79.97,-81.57,2049.23,177.32,-6.93,97.17,0.78,0.88,0.56,1.31
0,79.97,-81.57,2049.23,177.32,-6.93,97.17,0.78,0.88,0.56,1.31
0,79.97,-81.57,2049.23,177.32,-6.93,97.17,0.78,0.88,0.56,1.31
0,79.97,-81.57,2049.23,177.32,-6.93,97.17,0.78,0.88,0.56,1.31
0,79.95,-78.62,2049.05,177.32,-6.94,97.16,0.24,0.49,0.38,0.77
0,79.91,-54.95,2048.25,-174.38,-0.89,96.55,0.44,0.66,0.55,1.09
0,80.41,-50.43,2045.45,178.1,-0.29,97.9,0.97,0.98,0.67,1.57
0,80.41,-50.43,2045.45,178.1,-0.29,97.9,0.97,0.98,0.67,1.57
0,80.41,-50.43,2045.45,178.1,-0.29,97.9,0.97,0.98,0.67,1.57
0,80.41,-50.43,2045.45,178.1,-0.29,97.9,0.97,0.98,0.67,1.57
0,80.41,-50.43,2045.45,178.1,-0.29,97.9,0.97,0.98,0.67,1.57
0,79.9,-26.83,2047.65,165.63,-0.53,97.98,2.75,1.66,1.18,2.64
0,79.91,-23.87,2047.65,163.52,1.35,98.31,3.47,1.86,1.36,2.96
0,79.91,-23.87,2047.65,163.52,1.35,98.31,3.47,1.86,1.36,2.96
0,79.91,-23.87,2047.65,163.52,1.35,98.31,3.47,1.86,1.36,2.96
0,142.15,35.66,2070.23,-28.35,13.55,-178.18,48.52,6.97,5.13,11.4
0,142.15,35.66,2070.23,-28.35,13.55,-178.18,48.52,6.97,5.13,11.4
0,79.85,8.6,2046.5,172.56,-6.26,97.52,0.66,0.81,0.67,1.36
0,79.85,11.57,2046.51,167.69,-5.96,98.24,1.67,1.29,1.03,2.08
0,79.85,11.57,2046.51,167.69,-5.96,98.24,1.67,1.29,1.03,2.08
0,79.85,11.57,2046.51,167.69,-5.96,98.24,1.67,1.29,1.03,2.08
0,79.85,11.57,2046.51,167.69,-5.96,98.24,1.67,1.29,1.03,2.08
0,79.85,11.57,2046.51,167.69,-5.96,98.24,1.67,1.29,1.03,2.08
0,79.09,38.19,2049.84,167.38,-3.35,97.76,2.58,1.61,0.93,2.2
0,79.08,41.16,2049.86,167.38,-3.34,97.76,1.13,1.06,0.62,1.48
0,79.08,41.16,2049.86,167.38,-3.34,97.76,1.13,1.06,0.62,1.48
0,79.08,41.16,2049.86,167.38,-3.34,97.76,1.13,1.06,0.62,1.48
0,79.08,41.16,2049.86,167.38,-3.34,97.76,1.13,1.06,0.62,1.48
0,79.81,45.48,2045.35,169.01,-3.18,98.43,3.6,1.9,1.18,2.75
0,78.92,72.31,2053.04,166.5,-3.77,98.24,1.29,1.14,0.82,1.82
0,78.91,75.28,2053.05,164.94,1.65,98.54,1.77,1.33,0.81,1.54
0,78.91,75.28,2053.05,164.94,1.65,98.54,1.77,1.33,0.81,1.54
0,78.91,75.28,2053.05,164.94,1.65,98.54,1.77,1.33,0.81,1.54
0,78.91,75.28,2053.05,164.94,1.65,98.54,1.77,1.33,0.81,1.54
0,78.91,78.22,2052.86,163.64,-4.21,98.73,1.3,1.14,0.73,1.48
0,141.18,155.35,2078.08,-28.21,12.5,-175.28,37.88,6.15,4.65,10.26
0,78.14,105.07,2056.42,171.56,4.53,97.55,3.27,1.81,1.42,2.98
0,78.14,105.07,2056.42,171.56,4.53,97.55,3.27,1.81,1.42,2.98
0,78.15,108.01,2056.22,170.77,0.64,97.69,0.39,0.62,0.51,1.0
0,78.15,108.01,2056.22,170.77,0.64,97.69,0.39,0.62,0.51,1.0
0,78.15,108.01,2056.22,174.42,0.28,97.14,0.15,0.38,0.31,0.61
0,65.74,-45.21,2121.0,-172.98,-0.09,96.49,9.72,3.12,2.53,4.8
0,65.74,-45.21,2121.0,-172.98,-0.09,96.49,9.72,3.12,2.53,4.8
0,65.74,-45.21,2121.0,-172.98,-0.09,96.49,9.72,3.12,2.53,4.8
0,65.74,-45.21,2121.0,-172.98,-0.09,96.49,9.72,3.12,2.53,4.8
0,65.74,-45.21,2121.0,-172.98,-0.09,96.49,9.72,3.12,2.53,4.8
0,61.89,-150.58,2019.65,173.33,-12.27,96.61,0.45,0.67,0.52,1.07
0,56.77,-158.6,2047.39,-175.04,5.5,95.68,1.68,1.3,1.02,2.06
0,56.84,-149.7,2047.37,-175.8,-2.04,95.68,1.16,1.08,0.79,1.63
0,56.84,-149.7,2047.37,-175.8,-2.04,95.68,1.16,1.08,0.79,1.63
0,56.84,-149.7,2047.37,-175.8,-2.04,95.68,1.16,1.08,0.79,1.63
0,56.84,-149.7,2047.37,-175.8,-2.04,95.68,1.16,1.08,0.79,1.63
